Quality,Qualityid,GroupName,hsn,rate,width,Uom,pid
JACQUARD GOLD BUTTA(J44),617,Fancy,5210,72,,Mtr,617
BORDER JACQUARD BUTTA(SPECIAL),618,Fancy,,61,,Mtr,618
CHIKAN BEAUTY,619,Fancy,581092,73,2,Mtr,619
CHIKAN BORDER,620,Fancy,581092,71,2,Mtr,620
COLOUR BRASOO,621,Fancy,,0,,Mtr,621
SUPER LOWN,622,Jacquard,,1,,Mtr,622
BORDER BIT,623,Fancy,521031,0,2,Mtr,623
BRIGHT SATTIN BTI,624,Fancy,,48,,Mtr,624
CRUSH,625,,,0,,Mtr,625
JACQUARD COLOUR BIT,626,Fancy,,1,,Mtr,626
SINGAL COLOUR BUTTA,627,Butta,,0,,Mtr,627
KHADI,628,Jacquard,,1,,Mtr,628
COTTON BIT,629,Fancy,,1,,Mtr,629
BORDER PLAIN BIT,630,Fancy,,1,,Mtr,630
BORDER JACQUARD BIT,631,Fancy,,1,,Mtr,631
60X60/144X72  '48',632,,,0,,Mtr,632
JOOT,633,,,0,,Mtr,633
KAYA NX,634,Jacquard,520833,1,4,Mtr,634
RDX,635,Jacquard,5212,1,,Mtr,635
SHEENA,636,Fancy,5210,120,,Mtr,636
SEVEN STAR,637,Jacquard,5515,0,,Mtr,637
COTTON 2X1 (R),638,Chiffon,520831,0,2,Mtr,638
COTTON 2X2 (R),639,Chiffon,520831,0,2,Mtr,639
55X55 HIGH TWIST (R),640,Chiffon,5208,0,,Mtr,640
RAYON MOSS,641,Jacquard,551512,0,4,Mtr,641
SANJANA,642,Fancy,5208,70,,Mtr,642
COTTON FANCY FENT (R),643,Fancy,5208,0,,Mtr,643
WHITE FABRICS,644,Plain.,5208,1,,Mtr,644
ALEXA,645,Jacquard,520833,0,4,Mtr,645
JANKI,646,Fancy,521031,63,2,Mtr,646
COTTON PRINT FENT (R),647,Fancy,5208,1,,Mtr,647
R.S. AIRJET,648,Jacquard,5408,0,,Mtr,648
SILKY COTTON,649,Jacquard,5212,0,,Mtr,649
R.S. AUTO,650,Jacquard,5516,0,,Mtr,650
GOLDEN JARI,651,Jacquard,5515,0,,Mtr,651
SPECIAL COTTON,652,Jacquard,5515,0,,Mtr,652
TARA,653,Fancy,520851,69,2,Mtr,653
P.V. 36 IN.,654,Jacquard,5515,0,,Mtr,654
R.S. LYCRA 78,655,Jacquard,5408,0,,Mtr,655
STRIPE 56 IN,656,Jacquard,5407,0,,Mtr,656
MANISHA,657,Jacquard,5208,0,,Mtr,657
TARA BIT,658,Fancy,5208,58,,Mtr,658
"WIDTH LINEING 63""",659,Jacquard,5515,0,,Mtr,659
RIM ZIM TWILL,660,Jacquard,5515,0,,Mtr,660
SATIN 66,661,Jacquard,5208,0,,Mtr,661
"FANCY 58""",662,Jacquard,5407,0,,Mtr,662
FINISH EMB,663,Jacquard,5513,0,,Mtr,663
"TY23 62""",664,Jacquard,5208,0,,Mtr,664
"2133 BLACK 47""",665,Jacquard,5407,0,,Mtr,665
TERRY RUBIA,666,Chiffon,5210,0,,Mtr,666
SANIKA,667,Fancy,520831,59,2,Mtr,667
KAJOL,668,Jacquard,5515,0,,Mtr,668
TUBE STRIPES,669,Jacquard,5515,0,,Mtr,669
COTTON BUTTA-03,670,Jacquard,5513,0,,Mtr,670
1170 COTTON RAYON CHECKS,671,Jacquard,5515,0,,Mtr,671
1204 RAYON POLY PATTA,672,Jacquard,5515,0,,Mtr,672
1207 RAYON POLY CHEX,673,Jacquard,5515,0,,Mtr,673
1169 COTTON RAYON ZARI CHECKS,674,Jacquard,5515,0,,Mtr,674
MAZDA,675,Jacquard,520811,0,3,Mtr,675
SAMPLE,676,Jacquard,5208,0,,Mtr,676
"1373 47""",677,Jacquard,5407,0,,Mtr,677
BOLLYWOOD,678,Jacquard,551511,0,3,Mtr,678
ITLY COTTON,679,Jacquard,5212,0,,Mtr,679
"DOBB BORD SATIN 39""",680,Grey All,,0,,Mtr,680
COTTON 2X2 (SECOND),681,Chiffon,520831,0,2,Mtr,681
RAYON TWILL,682,Jacquard,5515,0,,Mtr,682
SATIN FENT,683,Jacquard,5212,0,,Mtr,683
"63"" HEAVY SATTIN",684,Jacquard,5208,0,,Mtr,684
B LUMP,685,Jacquard,,0,,Mtr,685
"63"" 122X92860X60",686,Jacquard,5208,0,,Mtr,686
PAUL 58,687,Jacquard,5208,0,,Mtr,687
RAYON LINEN,688,Jacquard,551512,0,3,Mtr,688
BLACK MODAL,689,Jacquard,5515,0,,Mtr,689
"39"" HEAVY SATIN",690,Jacquard,5208,0,,Mtr,690
FLEX JACQUARD,691,Jacquard,5513,0,,Mtr,691
SHANTUN,692,Jacquard,5408,0,,Mtr,692
RAYON LUREX,693,Jacquard,551511,0,4,Mtr,693
PREMIUM GIZZA,694,Jacquard,5208,0,,Mtr,694
MODAL LYCRA,695,Jacquard,5516,0,,Mtr,695
SITA,696,Fancy,521031,63,2,Mtr,696
MAAHI,697,Jacquard,5208,0,,Mtr,697
ANISHKA,698,Jacquard,5515,0,,Mtr,698
RS-58 PRINT,699,Jacquard,5515,0,,Mtr,699
CLASSIC RAYON,700,Jacquard,551611,0,4,Mtr,700
DZIRE.,701,Jacquard,551611,0,3,Mtr,701
SUPER SEMI,702,Jacquard,5208,0,,Mtr,702
SUPER LYCRA,703,Jacquard,540752,0,3,Mtr,703
"RAYON STITCH 63""",704,Jacquard,5515,0,,Mtr,704
"RIMZIM DOBBY 63""",705,Jacquard,5515,0,,Mtr,705
"DOUBLE SLUB 63""",706,Jacquard,5515,0,,Mtr,706
RICA,707,Jacquard,551511,0,3,Mtr,707
COTTON LUREX,708,Jacquard,520811,0,4,Mtr,708
COTTON LAPET,709,Jacquard,5280,0,,Mtr,709
BLACK RAYON,710,Jacquard,5408,0,,Mtr,710
MIKE,711,Jacquard,5407,0,,Mtr,711
CLOTH FABRICS,712,Fancy,5210,0,,Mtr,712
PUMA COTTON,713,Jacquard,5208,0,,Mtr,713
COTTON FANCY FENT(SECOND),714,Fancy,5208,0,,Mtr,714
COTTON FANCY FENT(FRESH),715,Fancy,520831,0,2,Mtr,715
R.F. PATTERN,716,Jacquard,5208,0,,Mtr,716
R.F. STRIPES,717,Jacquard,5208,0,,Mtr,717
C.F. DOBBY,718,Jacquard,520811,0,4,Mtr,718
C.F. PATTERN,719,Jacquard,520812,0,3,Mtr,719
BREZZA TWILL,720,Jacquard,5515,0,,Mtr,720
MELANGE SLUB,721,Jacquard,5515,0,,Mtr,721
COMBO STRIPES,722,Jacquard,5516,0,,Mtr,722
MELANGE AUTO,723,Jacquard,5515,0,,Mtr,723
MODAL MELANGE,724,Jacquard,5516,0,,Mtr,724
LINEN LYCRA,725,Jacquard,551611,0,3,Mtr,725
"DESIGN NO.15 62""",726,Jacquard,5515,0,,Mtr,726
"LINEN ZARI GOLD 62""",727,Jacquard,5208,0,,Mtr,727
"STAR SLUB SILVER ZARI 62""",728,Jacquard,5515,0,,Mtr,728
"RAYON LYCRA 78""",729,Jacquard,5408,0,,Mtr,729
"PANEL 63""",730,Jacquard,,0,,Mtr,730
"RAYON PLAIN 63""",731,Jacquard,5408,0,,Mtr,731
"POLY SLUB LYCRA 78""",732,Jacquard,5408,0,,Mtr,732
"LINEN COPPER 58""",733,Jacquard,5515,0,,Mtr,733
RAYON STITCH,734,Jacquard,551512,0,3,Mtr,734
RETRO,735,Jacquard,540710,0,4,Mtr,735
GAMBIT,736,Jacquard,551511,0,3,Mtr,736
MODAL STRIPE,737,Jacquard,551511,0,3,Mtr,737
BULET FABRIC,738,Jacquard,5515,0,,Mtr,738
AVENUE,739,Jacquard,551511,0,3,Mtr,739
RAYON SILKY,740,Jacquard,5515,0,,Mtr,740
JACQUARD GREY,741,,,1,,Mtr,741
"MEGA   58""",742,Shirting,,1,,Mtr,742
FANCY SATTIN,743,Chiffon,,1,,Mtr,743
LAPETA,744,Jacquard,551511,0,,Mtr,744
SATIN PLAIN,745,,,1,,Mtr,745
HIRA PANNA,746,Jacquard,,1,,Mtr,746
"SKY      44""",747,Shirting,,1,,Mtr,747
TOP DYED,748,,,0,,Mtr,748
VENUS  ''44'',749,Shirting,,1,,Mtr,749
BORDER JACQUARD,750,Jacquard,5210,1,,Mtr,750
90/KOTA * 30 COTTON,751,,,1,,Mtr,751
90/KOTA * CITRA,752,,,1,,Mtr,752
16S COTTON SLUB,753,,,1,,Mtr,753
CORA/2/100 MASRISE PLAIN,754,,,1,,Mtr,754
SHAGUN COMMON CREAM,755,Jacquard,,1,,Mtr,755
TULIKA JACQUARD,756,Jacquard,,1,,Mtr,756
"SHINE   58""",757,Shirting,,1,,Mtr,757
PANERI,758,Jacquard,,1,,Mtr,758
40*20*20,759,,,0,,Mtr,759
ANU M&M,760,Jacquard,540710,0,3,Mtr,760
BOMBAY GOLD,761,Jacquard,5408,0,,Mtr,761
RAYON FANCY,762,Jacquard,5407,0,,Mtr,762
LINEN GOLD,763,Jacquard,551511,0,3,Mtr,763
KASAB ZARI FLEX,764,Jacquard,520812,0,3,Mtr,764
FLEX SUNDAE,765,Jacquard,5407,0,,Mtr,765
FLEX BUTTA,766,Jacquard,5407,0,,Mtr,766
RAYON ZARI STRIPES,767,Jacquard,5515,0,,Mtr,767
COSTA,768,Jacquard,,0,,Mtr,768
"R.S. FLEX LYCRA72""",769,Jacquard,5515,0,,Mtr,769
LINEN SLUB LYCRA,770,Jacquard,551511,0,3,Mtr,770
ZIGZAG,771,Jacquard,520811,0,4,Mtr,771
P.LYCRA,772,Jacquard,5408,0,,Mtr,772
GOLD STEP,773,Jacquard,540822,0,3,Mtr,773
PROVOGUE,774,Jacquard,551511,0,3,Mtr,774
"RAYON PLAIN 54""",775,Jacquard,551512,0,6,Mtr,775
ROCKET,776,Jacquard,540710,0,6,Mtr,776
MYST,777,Jacquard,5208,0,,Mtr,777
AVIATOR,778,Jacquard,551512,0,3,Mtr,778
DAFFODIL,779,Jacquard,551512,0,3,Mtr,779
"48"" HEAVY SATIN",780,Jacquard,5208,0,,Mtr,780
"RAYON FANCY 63""",781,Jacquard,5513,0,,Mtr,781
SHEESHA,782,Jacquard,5407,0,,Mtr,782
SWATI,783,Fancy,521031,63,2,Mtr,783
SILICON,784,Jacquard,5515,0,,Mtr,784
R.S. 44,785,Jacquard,551612,0,4,Mtr,785
LIQUID SPECIAL TUBE,786,Jacquard,5515,0,,Mtr,786
CRYSTA,787,Jacquard,540710,0,3,Mtr,787
DRILL LYCRA,788,Jacquard,540752,0,3,Mtr,788
BLACK & BLUE LYCRA,789,Jacquard,540752,0,3,Mtr,789
"FANCY 63""",790,Jacquard,5515,0,,Mtr,790
FLEX ZARI STRIPES,791,Jacquard,5515,0,,Mtr,791
LIQUID TWILL,792,Jacquard,5515,0,,Mtr,792
CUBA,793,Jacquard,540744,0,6,Mtr,793
TIP TOP,794,Jacquard,5407,0,,Mtr,794
KOTTON KING,795,Jacquard,5208,0,,Mtr,795
ZARI STRIPE,796,Jacquard,5407,0,,Mtr,796
COTTON BUTTI,797,Jacquard,5407,0,,Mtr,797
NEPS,798,Jacquard,5407,0,,Mtr,798
LINEN DOBBY,799,Jacquard,540710,0,3,Mtr,799
CHECKS M&M,800,Jacquard,540710,0,4,Mtr,800
KHADI SILVER,801,Jacquard,540710,0,3,Mtr,801
KHADI GOLD,802,Jacquard,540710,0,3,Mtr,802
KHADI ZARI,803,Jacquard,540710,0,3,Mtr,803
MAGNUM,804,Jacquard,540752,0,3,Mtr,804
LANA,805,Jacquard,5513,0,,Mtr,805
DIVINE,806,Jacquard,540710,0,3,Mtr,806
FUR FLEX,807,Jacquard,5407,0,,Mtr,807
C.5,808,Jacquard,540710,0,3,Mtr,808
DECENT M&M,809,Jacquard,5210,0,,Mtr,809
POLO,810,Jacquard,5408,0,,Mtr,810
LIQUID STRIPES,811,Jacquard,551511,0,3,Mtr,811
TRUMP,812,Jacquard,5515,0,,Mtr,812
RAYON BUTTA,813,Jacquard,540710,0,4,Mtr,813
FANCY KURTIS,814,Jacquard,6204,0,,Mtr,814
FABRICS..,815,Jacquard,52010011,0,,Mtr,815
"FANCY 47""",816,Jacquard,5407,0,,Mtr,816
PARACHUTE 48,817,Jacquard,540710,0,3,Mtr,817
RUBI 58,818,Jacquard,5515,0,,Mtr,818
MONTANA,819,Jacquard,540752,0,3,Mtr,819
TITO PLAIN,820,Jacquard,551511,0,3,Mtr,820
TITO SLUB,821,Jacquard,551511,0,3,Mtr,821
LIQUID DOBBY,822,Jacquard,551511,0,3,Mtr,822
STAR LIQUID,823,Jacquard,551511,0,3,Mtr,823
FLEX STICH,824,Jacquard,540710,0,3,Mtr,824
A.1,825,Jacquard,540710,0,4,Mtr,825
A.2,826,Jacquard,540710,0,4,Mtr,826
"FANCY 44""",827,Jacquard,5407,0,,Mtr,827
LIQUID RUBY,828,Jacquard,5515,0,,Mtr,828
MADHU,829,Fancy,521031,61,2,Mtr,829
RUBICCO,830,Jacquard,5515,0,,Mtr,830
LINEN COPPER,831,Jacquard,540710,0,3,Mtr,831
LINEN ZARI,832,Jacquard,5208,0,,Mtr,832
R STRIPS,833,Jacquard,5515,0,,Mtr,833
LINEN,834,Jacquard,5208,0,,Mtr,834
50X50 PC (7.800),835,,,20.25,,Mtr,835
"TOP DYED 48""",836,Jacquard,5407,0,,Mtr,836
"TOP DYED 58""",837,Jacquard,5407,0,,Mtr,837
GOLD 15 KG,838,Jacquard,5515,0,,Mtr,838
POLO 48,839,Jacquard,5408,0,,Mtr,839
POLYSTER LYCRA,840,Jacquard,5408,0,,Mtr,840
TISCO,841,Jacquard,5407,0,,Mtr,841
RUBY TWIST,842,Jacquard,5515,0,,Mtr,842
GOLD 15,843,Jacquard,551511,0,4,Mtr,843
COMPUTER ZARI,844,Jacquard,5515,0,,Mtr,844
SHAFT,845,Jacquard,540710,0,3,Mtr,845
BUTTA COTTON,846,,,1,,Mtr,846
10 PC X 10 PC,847,,,1,,Mtr,847
7PC X 7PC,848,,,1,,Mtr,848
WHITE COLOUR BUTTA,849,Satin,,1,,Mtr,849
DRESS PIGMENT GOLD,850,,,25,,Mtr,850
60X20X20 DSG,851,,,70,,Mtr,851
60X20X20 DENTY,852,,,62,,Mtr,852
GREY SHIRTING 48,853,,,55,,Mtr,853
GREY SHIRTING 63,854,,,68,,Mtr,854
"2/80 SATIN 39""",855,Satin,5210,1,1,Mtr,855
60X60 CHAVNI BUTTA,856,,,1,,Mtr,856
PLUS 60X60,857,,,1,,Mtr,857
SRM BUTTA,858,,,1,,Mtr,858
"14PCX14PC-61""",859,,,1,,Mtr,859
"36PCX36PC-47""",860,,,1,,Mtr,860
"ULTRA  44""",861,Shirting,,1,,Mtr,861
"MAJOR 58""",862,Shirting,,1,,Mtr,862
DIAMOND,863,Jacquard,5212,1,,Mtr,863
"BRIGADIER 58""",864,Shirting,,1,,Mtr,864
COTTON JAQUARD FENT,865,Chiffon,,1,,Mtr,865
72X72 PC,866,,,20.25,,Mtr,866
"STAR    58""",867,Shirting,,1,,Mtr,867
HUM TUM,868,,,1,,Mtr,868
SATRANGEE MONO,869,,,1,,Mtr,869
SATRANGEE COMMON WHITE,870,Jacquard,,1,,Mtr,870
SELF JACQUARD,871,,,1,,Mtr,871
VIDHYA,872,Fancy,520831,70,2,Mtr,872
"KING     58""",873,Shirting,,1,,Mtr,873
"ACTION 58""",874,Shirting,,1,,Mtr,874
INDRANI COTTON,875,,,1,,Mtr,875
LIYA,876,Jacquard,,1,,Mtr,876
CHANDRA MUKHI COMMON WHITE,877,Jacquard,,1,,Mtr,877
SATIN 2D,878,,,1,,Mtr,878
"MONO 63""",879,,,1,,Mtr,879
ORGANDY WHITE,880,,,0,,Mtr,880
JUPITER,881,Shirting,,1,,Mtr,881
SHIRTING FENT,882,Chiffon,,1,,Mtr,882
VENUS NX,883,Shirting,,1,,Mtr,883
100X120 80X80,884,,,0,,Mtr,884
KASHISH,885,Jacquard,,1,,Mtr,885
100X120 / 92X80,886,,,0,,Mtr,886
KARINA SILVER BUTTA,887,Jacquard,,0,,Mtr,887
MAHEK GOLD,888,Jacquard,,1,,Mtr,888
-,889,Butta,,1,,Mtr,889
90X90 BUTTA,890,Butta,,1,,Mtr,890
90X90 PLAIN SATIN,891,,,0,,Mtr,891
60X60/92X80 SILVER PIN,892,Jacquard,,0,,Mtr,892
CRUSH SATTIN FANCY,893,Chiffon,,1,,Mtr,893
AXE,894,,,1,,Mtr,894
PLAIN SATIN 80*80,895,,,0,,Mtr,895
80X80 PLAIN,896,,,1,,Mtr,896
92X88 PLAIN,897,Plain.,5208,0,,Mtr,897
SJT (PRINTED),898,,,1,,Mtr,898
ADAM,899,Shirting,,1,,Mtr,899
SATRANGEE CROSS,900,Jacquard,,1,,Mtr,900
60*20*20,901,,,0,,Mtr,901
NIHARIKA,902,Jacquard,,1,,Mtr,902
SELF DOBBY,903,Dobby,5407,1,,Mtr,903
CUT BORDER,904,Chiffon,,1,,Mtr,904
SATIN+BORDER BUTTA,905,Chiffon,,1,,Mtr,905
COTTAN BUTTA,906,Butta,,1,,Mtr,906
CHIFFON,907,Border Butta,,1,,Mtr,907
WARPING,908,Yarn,,0,,Mtr,908
COLOUR SATIN GREY,909,Chiffon,,1,,Mtr,909
BUTTA GREY,910,Butta,,0,,Mtr,910
S.R.BUTTA COTTON GREY,911,Jacquard,,0,,Mtr,911
OTHER,912,Chiffon,521031,0,4,Mtr,912
MAJESTY WHITE BLACK,913,Jacquard,,1,,Mtr,913
SJT(FRESH),914,Chiffon,521031,53.5,2,Mtr,914
JACQUARD 1X1,915,Jacquard,,0,,Mtr,915
SALI SEMI JACQUARD GOLD,916,Jacquard,,0,,Mtr,916
SEMI JACUARD COTTON,917,Semi Jacquard,,0,,Mtr,917
60X60/92X88,918,Plain.,5208,0,,Mtr,918
SATIN I,919,,,0,,Mtr,919
DRONA,920,Jacquard,,1,,Mtr,920
COTTON PLAIN FENT,921,Chiffon,,1,,Mtr,921
ORGANDIE FENT,922,Chiffon,,1,,Mtr,922
NIHARIKA CROSS,923,Jacquard,,1,,Mtr,923
TANVI CROSS,924,Jacquard,,1,,Mtr,924
LEENO+COTTON SATIN,925,Chiffon,,1,,Mtr,925
VIVA EMBRODIERY,926,Chiffon,,1,,Mtr,926
COTTON SATIN (CHECKS),927,Chiffon,,1,,Mtr,927
MIX PLAIN,928,Jacquard,5309,0,,Mtr,928
40X60X72X72,929,Plain.,,0,,Mtr,929
COTTON BUTTA (SRM),930,Chiffon,,1,,Mtr,930
60X90 BUTTA GREY,931,Butta,,0,,Mtr,931
COTTON SATIN GREY,932,,,10,,Mtr,932
BUTTA+DOBBY,933,Chiffon,,1,,Mtr,933
MAHEK COMMON BLACK,934,Jacquard,,1,,Mtr,934
"60X60/84X72-48""SILVER PIN",935,Jacquard,,0,,Mtr,935
COMPUTER,936,Stationery,,0,,Mtr,936
1KAYA,937,Jacquard,,1,,Mtr,937
RETURN,938,Jacquard,,0,,Mtr,938
TANVI,939,Fancy,521031,73,2,Mtr,939
SHRI RAM BUTTA ZARI,940,Butta,,1,,Mtr,940
DOUBLE ZARI JAQUARD,941,Jacquard,,1,,Mtr,941
CHIFFON FENT,942,Chiffon,5210,1,,Mtr,942
2X2 COTTON,943,Chiffon,5208,1,,Mtr,943
MONARCH SPECIAL,944,Jacquard,,1,,Mtr,944
ANUSHKA WHITE,945,Jacquard,,1,,Mtr,945
INDRANI 110,946,Jacquard,,1,,Mtr,946
KASAB JACQUARD,947,Jacquard,,1,,Mtr,947
EMBROIDERY GREY,948,,,1,,Mtr,948
YOGA,949,,,1,,Mtr,949
TMP,950,,,1,,Mtr,950
DOBBY WHITE,951,Dobby,,1,,Mtr,951
ZARA WHITE,952,Jacquard,,1,,Mtr,952
KARINA DYED INDRANI,953,Jacquard,,1,,Mtr,953
TOOLIKA PLAIN,954,Jacquard,,1,,Mtr,954
SRM GREY,955,Chiffon,,1,,Mtr,955
SJT GREY,956,,,1,,Mtr,956
MAYOR,957,Jacquard,,1,,Mtr,957
54S PC,958,Yarn,,1,,Mtr,958
BRIGHT FANCY SATTIN,959,Fancy,,1,,Mtr,959
COLOUR & WHITE BUTTA GREY,960,Chiffon,,1,,Mtr,960
COLOUR & WHITE BUTTA,961,Butta,,0,,Mtr,961
COLOUR BUTTA,962,Butta,,1,,Mtr,962
WHITE BUTTA GREY,963,Chiffon,,1,,Mtr,963
SATIN + LEENO GREY,964,Satin,,1,,Mtr,964
SATIN COTTON GREY,965,Chiffon,,1,,Mtr,965
LEENO GREY,966,Chiffon,,1,,Mtr,966
SHEELA,967,Fancy,521031,57,2,Mtr,967
SATIN + LEENO,968,Satin,,1,,Mtr,968
COLOUR SATIN+LEENO GREY,969,Chiffon,,1,,Mtr,969
COLOUR SATIN+COTTON SATIN GREY,970,Chiffon,,1,,Mtr,970
SATIN COTTON,971,Chiffon,,1,,Mtr,971
CRUSH FANCY SATTIN,972,Fancy,,1,,Mtr,972
WHITE BUTTA,973,Butta,,1,,Mtr,973
GOLD BIG BORDER JACQUARD,974,Jacquard,,1,,Mtr,974
S.R.M,975,,,1,,Mtr,975
GOLD JARI 2/60 JACQUARD,976,Jacquard,,0,,Mtr,976
COLOUR SATIN+COTTON SATIN,977,Chiffon,,1,,Mtr,977
DAMAN,978,,,1,,Mtr,978
ZARA,979,,,1,,Mtr,979
ANAMIKA,980,Jacquard,,1,,Mtr,980
CHIFFON COLOUR BUTTA GREY,981,Chiffon,,1,,Mtr,981
SAMEERA COMMON BLACK,982,Jacquard,,1,,Mtr,982
COLOUR BUTTA GREY,983,Chiffon,,1,,Mtr,983
SREERAM BUTTA COTTON,984,,,0,,Mtr,984
ANAMIKA COMMON WHITE,985,Jacquard,,1,,Mtr,985
MONALIKA COMMON BLACK,986,Jacquard,,1,,Mtr,986
BORDER SEDER,987,,,1,,Mtr,987
MONARCH WHITE,988,Jacquard,,1,,Mtr,988
JAQUARD ZARI GOLD,989,,,1,,Mtr,989
ANAMIKA CROSS,990,Jacquard,,1,,Mtr,990
FANCY CRUSH SATIN,991,,,1,,Mtr,991
SANIA COMMON BLACK,992,,,1,,Mtr,992
MAJESTY CIMENT,993,Jacquard,,1,,Mtr,993
SAMEERA CROSS,994,Jacquard,,1,,Mtr,994
DOBBY COMPACK,995,Dobby,,1,,Mtr,995
DOBBY LAYNING,996,Dobby,,1,,Mtr,996
LAVANYA,997,Jacquard,5212,1,,Mtr,997
30S PC,998,Yarn,,1,,Mtr,998
RYDER,999,,,1,,Mtr,999
HEAVY SLUB,1000,Jacquard,,0,,Mtr,1000
DOBBY BUTTY,1001,Dobby,,1,,Mtr,1001
DOBBY WHITE LAYNING,1002,Dobby,,1,,Mtr,1002
GREEN GOLA,1003,,,35,,Mtr,1003
FAR & CHECKS,1004,Chiffon,,1,,Mtr,1004
BORDER BUTTA GREY,1005,Chiffon,,1,,Mtr,1005
SAREE BORDER SILVER,1006,,,1,,Mtr,1006
SILVER ZARI,1007,Jacquard,,1,,Mtr,1007
MEGHA BLACK,1008,,,1,,Mtr,1008
SMALL BORDER JAQUARD,1009,,,0,,Mtr,1009
ZARA COMMON WHITE,1010,,,78,,Mtr,1010
MONALIKA COMMON WHITE,1011,Jacquard,,1,,Mtr,1011
KOHINOOR,1012,Jacquard,5212,1,,Mtr,1012
SHALIMAR,1013,Jacquard,,1,,Mtr,1013
SHAGUN MULTY,1014,Jacquard,,1,,Mtr,1014
SHAGUN GOLD,1015,Jacquard,,85,,Mtr,1015
INDRANI CHIKU BLACK,1016,Jacquard,,1,,Mtr,1016
2/40 PC,1017,Yarn,,1,,Mtr,1017
80 CRIM,1018,Yarn,,1,,Mtr,1018
MAHEK,1019,Jacquard,,1,,Mtr,1019
CHIFFON MULTY BUTTA GREY,1020,Chiffon,,1,,Mtr,1020
SATIN GREY,1021,Satin,,1,,Mtr,1021
BRIGHT SATIN GREY,1022,Chiffon,,1,,Mtr,1022
MULTY SATIN GREY,1023,Satin,,1,,Mtr,1023
CHIFFON WHITE BUTTA GREY,1024,Chiffon,,1,,Mtr,1024
CRUSH SATIN GREY,1025,Satin,,1,,Mtr,1025
150/BRIGHT WHITE,1026,Yarn,,1,,Mtr,1026
LAKDA FINISH,1027,Jacquard,,1,,Mtr,1027
COTTON FANCY SATTIN,1028,Chiffon,,1,,Mtr,1028
MEGHA WHITE,1029,,,1,,Mtr,1029
54 COTTON,1030,Yarn,5205,1,,Mtr,1030
SANIA CROSS,1031,Jacquard,,1,,Mtr,1031
ZARI,1032,Yarn,,1,,Mtr,1032
50S PC,1033,Yarn,,1,,Mtr,1033
PC DOBBY,1034,,,1,,Mtr,1034
2/60 PC,1035,Yarn,,1,,Mtr,1035
SHREYA,1036,,,1,,Mtr,1036
WHITE,1037,,,36,,Mtr,1037
52S PC,1038,Yarn,,1,,Mtr,1038
MONALIKA COMMON CHIKU,1039,Jacquard,,1,,Mtr,1039
ANAMIKA COMMON BLACK,1040,Jacquard,,1,,Mtr,1040
ZARA COMMON BLACK,1041,,,1,,Mtr,1041
SATIN+BORDER BUTTA GREY,1042,Chiffon,,1,,Mtr,1042
80X80 SATIN,1043,Satin,,0,,Mtr,1043
COTTON JAQUARD CREATIVE SUIT,1044,Jacquard,,0,,Mtr,1044
SALLY PLAIN,1045,Jacquard,5212,0,,Mtr,1045
1X1 COLOUR JAQUARD,1046,Jacquard,,0,,Mtr,1046
COLOUR SATIN+LEENO,1047,Chiffon,,1,,Mtr,1047
FANCY BRIGHT SATTIN,1048,Chiffon,,1,,Mtr,1048
ZARI BUTTA,1049,Jacquard,,1,,Mtr,1049
32S PC,1050,Yarn,,1,,Mtr,1050
MULTY BRIGHT SATIN,1051,Chiffon,,1,,Mtr,1051
AA,1052,Stationery,,1,,Mtr,1052
CREATIVE SUIT,1053,Jacquard,,1,,Mtr,1053
EMBRODIERY FENT,1054,Chiffon,,1,,Mtr,1054
SATRANGEE,1055,Jacquard,,1,,Mtr,1055
SATIN 3D,1056,,,1,,Mtr,1056
27 PC X 27 PC,1057,,,0,,Mtr,1057
BARBI STRIPE COTTON,1058,Jacquard,,0,,Mtr,1058
KARINA 2/2 ROTO BUTTA,1059,Butta,,0,,Mtr,1059
REGURAL SATTIN,1060,Jacquard,,1,,Mtr,1060
KARINA NETT ROTO BUTTA,1061,Butta,,0,,Mtr,1061
SMALL SATTIN,1062,Jacquard,,1,,Mtr,1062
BUTTA+DOBBY GREY,1063,,,0,,Mtr,1063
LEENO+COTTON SATIN GREY,1064,Chiffon,,1,,Mtr,1064
COLOUR MEBRODERY,1065,Chiffon,,1,,Mtr,1065
COLOUR SATIN,1066,Chiffon,,1,,Mtr,1066
S.R BUTTA COTTON,1067,Jacquard,,0,,Mtr,1067
COTTON SATIN+SPM BUTTA GREY,1068,,,0,,Mtr,1068
COTTON SATIN+SPM BUTTA,1069,Chiffon,,1,,Mtr,1069
SILVER VATANA,1070,Chiffon,,1,,Mtr,1070
SILVER VATANA GREY,1071,,,0,,Mtr,1071
SWETA,1072,Fancy,521031,67,2,Mtr,1072
PARI,1073,Fancy,521031,67,2,Mtr,1073
SANIYA,1074,Fancy,581092,99,2,Mtr,1074
REETA,1075,Fancy,5208,61,,Mtr,1075
CRUSH ZARI,1076,Fancy,,1,,Mtr,1076
SHEETAL,1077,Fancy,521031,71,2,Mtr,1077
"SATIN+BUTTA 48""",1078,Satin,,0,,Mtr,1078
"2/80 SATIN 48""",1079,Satin,,0,,Mtr,1079
"CRUSH SATIN 48""",1080,Satin,,0,,Mtr,1080
MIX DOBBY,1081,Dobby,,0,,Mtr,1081
CRUSH SATTIN ZARI,1082,Fancy,,1,,Mtr,1082
RANI,1083,Fancy,521031,69,2,Mtr,1083
45X45/80X76,1084,,,1,,Mtr,1084
